month	aoptk	gc_derivatization	matchms	mfassignr	ms2deepscore	msmetaenhancer	qcxms	ramclustr	rcx_tk	recetox-aplcms	recetox-msfinder	recetox-xmsannotator	riassigner	spec2vec	waveica	wtv	xtb_molecular_optimization
2026-07		3	65	7	1	17	16	96		11	17	5	62	2	21		12
